N de inscripcion;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios;Año_alta;Mes_alta
CV-VUT0517912-A;;ALICANTE/ALACANT;TORREVIEJA;03182;CL GALERA, 2, Pl:02 Pt:B;;2025-07-28;5161301YH0056S0010QI;;N;43.0;3;N;1.0;2;1.0;1;2.0;2025;7
CV-VUT0517914-A;;ALICANTE/ALACANT;TORREVIEJA;03183;AV ROENTGEN, 6, Es:A Pl:00 Pt:02;;2025-07-28;5571704YH0057S0030GH;;N;71.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517936-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ORIHUELA, 73, Es:1 Pl:03 Pt:371;;2025-07-09;3266901YH0036N0391DS;;N;83.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0516996-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL FUENSANTA, 25, Es:1 Pl:02 Pt:IZ;;2025-06-06;4561209YH0046S0006ME;;N;98.0;4;N;2.0;4;0.0;0;2.0;2025;6
CV-VUT0516997-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL PARIS, 132, Es:5 Pl:01 Pt:88;;2025-06-06;5374302YH0057S0072LM;;N;36.0;2;N;1.0;2;0.0;0;1.0;2025;6
CV-VUT0517001-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR LAGO JARDIN, 2, Es:1 Pl:00 Pt:37;;2025-06-07;9248201XH9094N0037RY;;N;37.0;2;N;1.0;2;0.0;0;1.0;2025;6
CV-VUT0518104-A;CILIBIC APARTMENT;ALICANTE/ALACANT;TORREVIEJA;03185;UR MAR AZUL, 24, Es:1 Pl:01 Pt:12;;2025-08-11;1637715YH0013N0012BR;;N;74.0;6;N;3.0;6;0.0;0;3.0;2025;8
CV-VUT0518106-A;ANDRA MATEI;ALICANTE/ALACANT;TORREVIEJA;03184;CL MURILLO, 3, Es:1 Pl:01 Pt:14;;2025-08-11;3699701YH0039N0114AR;;N;38.0;1;N;0.0;0;1.0;1;1.0;2025;8
CV-VUT0516959-A;SIGITA MACKEVICIENE;ALICANTE/ALACANT;TORREVIEJA;03180;CL HUERTO, 49, Bloque:1 Es:2 Pl:01 Pt:45;;2025-06-05;3165201YH0036N0074FG;;N;47.0;2;N;1.0;2;0.0;0;1.0;2025;6
CV-VUT0516961-A;AGNE BALE;ALICANTE/ALACANT;TORREVIEJA;03180;CL DOÑA SINFOROSA, 5, Es:1 Pl:00 Pt:C;;2025-06-05;2858903YH0025N0003DD;;N;76.0;6;N;3.0;6;0.0;0;3.0;2025;6
CV-VUT0516963-A;RASA RUKIENE;ALICANTE/ALACANT;TORREVIEJA;03180;TR GABINO, 19, Es:1 Pl:01 Pt:08;;2025-06-05;4570105YH0047S0150XY;;N;58.0;4;N;2.0;4;0.0;0;2.0;2025;6
CV-VUT0516968-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL PORTALICOS LOS, 13, Es:D Pl:02 Pt:0C;;2025-06-05;2760602YH0026S0013WX;;N;42.0;4;N;0.0;0;4.0;4;4.0;2025;6
CV-VUT0516976-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL RAFAL, 33, Es:1 Pl:00 Pt:B;;2025-06-05;2556803YH0025N0002XS;;N;67.0;6;N;3.0;6;0.0;0;3.0;2025;6
CV-VUT0516981-A;EWA NADRATOWSKA;ALICANTE/ALACANT;TORREVIEJA;03180;CL ARQUITECTO LARRAMENDI, 18, Es:1 Pl:03 Pt:03;;2025-06-05;4966801YH0046N0040DJ;;N;63.0;4;N;2.0;4;0.0;0;2.0;2025;6
CV-VUT0517372-A;;ALICANTE/ALACANT;TORREVIEJA;03183;AV TORREBLANCA, 14, Pl:04 Pt:01;;2025-06-24;5496301YH0059N0040DE;;N;56.0;2;N;1.0;2;0.0;0;1.0;2025;6
CV-VUT0517386-A;;ALICANTE/ALACANT;TORREVIEJA;03183;CL NORUEGA, 23, Es:1 Pl:00 Pt:01;;2025-06-25;5267909YH0056N0002XK;;N;78.0;6;N;3.0;6;0.0;0;3.0;2025;6
CV-VUT0517982-A;;ALICANTE/ALACANT;TORREVIEJA;03182;AV NAVEGANTES, 17, Es:1 Pl:04 Pt:A;;2025-08-01;5161107YH0056S0010QI;;N;118.0;6;N;3.0;6;0.0;0;3.0;2025;8
CV-VUT0517988-A;;ALICANTE/ALACANT;TORREVIEJA;03182;CL GUMERSINDO, 28, Es:1 Pl:+1 Pt:02;;2025-08-03;4258602YH0045N0009ER;;N;54.0;4;N;2.0;4;0.0;0;2.0;2025;8
CV-VUT0517122-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL RAMON GALLUD, 78, Es:1 Pl:05 Pt:A;;2025-05-01;3960803YH0036S0011FQ;;N;119.0;6;N;3.0;6;0.0;0;3.0;2025;5
CV-VUT0517892-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL REGION DE MURCIA, 1, Es:3 Pl:00 Pt:06;;2025-07-25;6486204YH0068N0210XZ;;N;72.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517894-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL REGION DE MURCIA, 1, Es:6 Pl:02 Pt:05;;2025-07-25;6486204YH0068N0026YT;;N;77.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517899-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL RAMON RUBIAL CAVIAS, 1, Es:1 Pl:00 Pt:13;;2025-07-25;1946101YH0014N0013LX;;N;107.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517921-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV DOCTOR MARIANO RUIZ CANOV, 372, Es:2 Pl:02 Pt:B;;2025-07-28;5568527YH0056N0046SR;;N;63.0;3;N;1.0;2;1.0;1;2.0;2025;7
CV-VUT0517930-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ARQUITECTO LARRAMENDI, 1, Es:1 Pl:01 Pt:0B;;2025-07-29;4964203YH0046S0005BW;;N;45.0;7;N;3.0;6;1.0;1;4.0;2025;7
CV-VUT0517944-A;;ALICANTE/ALACANT;TORREVIEJA;03183;CL PERSEO, 2A, Es:2 Pl:04 Pt:02;;2025-07-29;5488906YH0058N0167SP;;N;59.0;3;N;1.0;2;1.0;1;2.0;2025;7
CV-VUT0517964-A;;ALICANTE/ALACANT;TORREVIEJA;03188;UR PANORAMA, 288, Es:1 Pl:00 Pt:38;;2025-07-30;6390802YH0068N0038AF;;N;53.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517240-A;SECRETO TORREVIEJA;ALICANTE/ALACANT;TORREVIEJA;03180;CL RAMON Y CAJAL, 71, Es:1 Pl:00 Pt:B;;2025-06-17;4559602YH0045N0021DP;;N;80.0;2;N;1.0;2;0.0;0;1.0;2025;6
CV-VUT0517504-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL RADIO MURCIA, 5, Es:1 Pl:02 Pt:IZ;;2025-07-02;4459505YH0045N0006SQ;;N;75.0;6;N;3.0;6;0.0;0;3.0;2025;7
CV-VUT0517671-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ZV 54, 8R, Es:2 Pl:00 Pt:53;;2025-07-11;8644702XH9084S0030UE;;N;78.0;5;N;2.0;4;1.0;1;3.0;2025;7
CV-VUT0517672-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CR TORREJON EL, 4, Es:8 Pl:02 Pt:B;;2025-07-11;5991804YH0059S0319GI;;N;73.0;5;N;2.0;4;1.0;1;3.0;2025;7
CV-VUT0517673-A;;ALICANTE/ALACANT;TORREVIEJA;03185;UR ALTOS LOS, 21A, Es:2 Pl:00 Pt:11;;2025-07-11;1133403YH0013S0008GA;;N;158.0;8;N;4.0;8;0.0;0;4.0;2025;7
CV-VUT0517965-A;CASA CLEA;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 107, Es:1 Pl:01 Pt:A;;2025-07-30;5166801YH0056N0132LL;;N;84.0;4;N;1.0;2;2.0;2;3.0;2025;7
CV-VUT0517977-A;;ALICANTE/ALACANT;TORREVIEJA;03181;CL SAN POLICARPO, 11, Pl:03 Pt:00;;2025-07-31;3360104YH0036S0004HB;;N;86.0;6;N;3.0;6;0.0;0;3.0;2025;7
CV-VUT0517979-A;;ALICANTE/ALACANT;TORREVIEJA;03184;UR JARDIN DEL MAR VIII, 1, Es:1 Pl:01 Pt:24;https://www.alquilerturisticopaco.com/es ;2025-07-31;3084502YH0038S0053QL;;N;55.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517297-A;APARTAMENTO LA MATA;ALICANTE/ALACANT;TORREVIEJA;03188;AV SUIZA, 10, Pl:01 Pt:03;airbnb;2025-06-19;5908105YH0150N0007BK;;N;68.0;4;N;2.0;4;0.0;0;2.0;2025;6
CV-VUT0517299-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN PASCUAL, 273, Es:2 Pl:02 Pt:05;;2025-06-19;4765706YH0046N0064FS;;N;50.0;2;N;1.0;2;0.0;0;1.0;2025;6
CV-VUT0517301-A;;ALICANTE/ALACANT;TORREVIEJA;03185;UR PUNTA PRIMA, 7A, Es:1 Pl:02 Pt:D;;2025-06-19;1226701YH0012N0146PG;;N;164.0;5;N;2.0;4;1.0;1;3.0;2025;6
CV-VUT0517303-A;;ALICANTE/ALACANT;TORREVIEJA;03180;RB JUAN MATEO GARCIA, 73, Pl:01 Pt:07;;2025-06-19;3865243YH0036N0052TX;;N;52.0;3;N;1.0;2;1.0;1;2.0;2025;6
CV-VUT0517210-A;CALLE TIBURON;ALICANTE/ALACANT;TORREVIEJA;03188;CL TIBURON-MATA, 1, Es:1 Pl:02 Pt:04;;2025-06-16;6017904YH0161N0014QB;;N;85.0;4;N;2.0;4;0.0;0;2.0;2025;6
CV-VUT0517213-A;JAROSLAW JACEK OPEL;ALICANTE/ALACANT;TORREVIEJA;03180;CL MARCONI, 2, Es:7 Pl:01 Pt:E;;2025-06-16;5870203YH0057S0054ZA;;N;80.0;4;N;2.0;4;0.0;0;2.0;2025;6
CV-VUT0517394-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAESTRO FRANCISCO CASANOV, 55, Es:B4 Pl:02 Pt:61;;2025-06-25;4467201YH0046N0418PH;;N;59.0;3;N;1.0;2;1.0;1;2.0;2025;6
CV-VUT0517501-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL CABALLERO RODAS, 92A, Es:1 Pl:01 Pt:07;;2025-07-02;4261101YH0046S0044BY;;N;59.0;6;N;2.0;4;2.0;2;4.0;2025;7
CV-VUT0517820-A;;ALICANTE/ALACANT;TORREVIEJA;03185;CL MONTESINOS, 4, Es:1 Pl:00 Pt:A;;2025-07-22;2148201YH0024N0021MI;;N;60.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517821-A;;ALICANTE/ALACANT;TORREVIEJA;03183;CL MINERVA, 9, Es:1 Pl:00 Pt:01;;2025-07-22;5595607YH0059N0001HX;;N;69.0;6;N;3.0;6;0.0;0;3.0;2025;7
CV-VUT0517824-A;;ALICANTE/ALACANT;TORREVIEJA;03184;UR TORRETA II, 868, Es:T Pl:OD Pt:OS;;2025-07-22;2781919YH0028S0001XQ;;N;43.0;6;N;3.0;6;0.0;0;3.0;2025;7
CV-VUT0517825-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL RAMON RUBIAL CAVIAS, 1, Es:1 Pl:00 Pt:06;;2025-07-22;1946101YH0014N0006GK;;N;103.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517851-A;VAN HOOF;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAESTRO FRANCISCO CASANOV, 55, Es:B4 Pl:00 Pt:44;;2025-07-23;4467201YH0046N0401LW;;N;61.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517859-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL URBANO ARREGUI, 119, Es:7 Pl:02 Pt:I;;2025-07-24;1947301YH0014N0081PM;;N;59.0;6;N;2.0;4;2.0;2;4.0;2025;7
CV-VUT0517862-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAR DEL, 23, Es:T Pl:OD Pt:OS;;2025-07-24;4259410YH0045N0001FL;;N;75.0;5;N;2.0;4;1.0;1;3.0;2025;7
CV-VUT0517863-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV PURISIMA DE LA, 59, Pl:04 Pt:02;;2025-07-24;5162701YH0056S0051TF;;N;122.0;4;N;1.0;2;2.0;2;3.0;2025;7
CV-VUT0517864-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN PASCUAL, 239, Es:1 Pl:02 Pt:24;;2025-07-24;4464301YH0046S0056DG;;N;70.0;3;N;1.0;2;1.0;1;2.0;2025;7
CV-VUT0517116-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL JOSE HURTADO ROMERO-FELIC, 2, Es:1 Pl:+1 Pt:13;;2025-06-11;3064901YH0036S0095FG;;N;43.0;2;N;1.0;2;0.0;0;1.0;2025;6
CV-VUT0517117-A;;ALICANTE/ALACANT;TORREVIEJA;03185;CL BENIEL, 9, Es:1 Pl:02 Pt:B;;2025-06-11;2556602YH0025N0008AK;;N;74.0;4;N;1.0;2;2.0;2;3.0;2025;6
CV-VUT0517125-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL CUPIDO, 5, Es:2 Pl:02 Pt:H3;;2025-06-12;5498101YH0059N0033AX;;N;78.0;5;N;2.0;4;1.0;1;3.0;2025;6
CV-VUT0517126-A;;ALICANTE/ALACANT;TORREVIEJA;03183;CL MAR BALTICO, 5, Es:1 Pl:02 Pt:05;;2025-06-12;5265524YH0056N0055MP;;N;34.0;3;N;1.0;2;1.0;1;2.0;2025;6
CV-VUT0517234-A;;ALICANTE/ALACANT;TORREVIEJA;03181;CL GABRIEL MIRO, 4, Pl:01 Pt:C;;2025-06-17;3160902YH0036S0008RQ;;N;50.0;2;N;1.0;2;0.0;0;1.0;2025;6
CV-VUT0517849-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL LICENCIADO VIDRIERA, 8M, Es:10 Pl:01 Pt:10;;2025-07-24;4882201YH0048S0038WF;;N;50.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517875-A;Villa pool chill out bbq;ALICANTE/ALACANT;TORREVIEJA;03184;CL VICENTE ALEIXANDRE, 9, Es:T Pl:OD Pt:OS;;2025-07-24;2070802YH0027S0001MU;;N;150.0;6;N;2.0;4;2.0;2;4.0;2025;7
CV-VUT0517877-A;;ALICANTE/ALACANT;TORREVIEJA;03185;UR MAR AZUL-ELISEOS PLAYAS, 9, Es:9 Pl:03 Pt:11;;2025-07-24;1738109YH0013N0037IM;;N;81.0;4;N;1.0;2;2.0;2;3.0;2025;7
CV-VUT0517885-A;;ALICANTE/ALACANT;TORREVIEJA;03185;CL NICOLAS COPERNICO, 2, Es:2 Pl:01 Pt:77;;2025-07-25;1946101YH0014N0180XW;;N;96.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517886-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAL LA,, Es:1 Pl:00 Pt:01;;2025-07-25;5164706YH0056S3001LL;;N;50.0;4;N;1.0;2;2.0;2;3.0;2025;7
CV-VUT0517128-A; 4273901YH0047S0029LF;ALICANTE/ALACANT;TORREVIEJA;03180;CL JOVEN PURA, 69, Es:1 Pl:02 Pt:E;;2025-06-12;4273901YH0047S0029LF;;N;61.0;4;N;1.0;2;2.0;2;3.0;2025;6
CV-VUT0517538-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL BENIAJAN, 16, Es:1 Pl:04 Pt:G;;2025-07-03;2556202YH0025N0060YY;;N;67.0;3;N;1.0;2;1.0;1;2.0;2025;7
CV-VUT0517591-A;PIOTR ANDRZEJ KOCHANEK;ALICANTE/ALACANT;TORREVIEJA;03180;AV TORREBLANCA, 16A, Es:8 Pl:01 Pt:16;;2025-06-16;5596801YH0059N0035MQ;;N;52.0;4;N;2.0;4;0.0;0;2.0;2025;6
CV-VUT0517630-A;ARKADIUSZ MARCIN SIDOROWICZ;ALICANTE/ALACANT;TORREVIEJA;03183;AV CORINTO, 2, Es:6 Pl:02 Pt:C;;2025-07-09;4994701YH0049S0101AY;;N;63.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517633-A;;ALICANTE/ALACANT;TORREVIEJA;03185;CL VALENCIA, 18, Es:1 Pl:00 Pt:33;;2025-07-09;2559701YH0025N0120UR;;N;55.0;4;N;1.0;2;2.0;2;3.0;2025;7
CV-VUT0517636-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ULPIANO, 70C, Es:2 Pl:02 Pt:A;;2025-07-10;4459503YH0045N0020WO;;N;130.0;6;N;3.0;6;0.0;0;3.0;2025;7
CV-VUT0517637-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV DOCTOR GREGORIO MARAÑON, 54A, Es:1 Pl:02 Pt:N;;2025-07-09;2757601YH0025N0063TO;;N;90.0;6;N;2.0;4;2.0;2;4.0;2025;7
CV-VUT0517641-A;;ALICANTE/ALACANT;TORREVIEJA;03182;CL FRAGATA, 1B, Es:1 Pl:05 Pt:01;;2025-07-10;4961103YH0046S0041WE;;N;89.0;6;N;3.0;6;0.0;0;3.0;2025;7
CV-VUT0517643-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL PLEAMAR, 7, Es:2 Pl:02 Pt:26;;2025-07-10;1327405YH0012N0026FZ;;N;95.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517866-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAR BALTICO, 41, Es:1 Pl:04 Pt:A;;2025-07-24;5367606YH0056N0017PU;;N;85.0;4;N;2.0;4;0.0;0;2.0;2025;7
CV-VUT0517903-A;;ALICANTE/ALACANT;TORREVIEJA;03182;CL MORIONES, 45, Es:1 Pl:02 Pt:03;;2025-07-26;4063606YH0046S0027IK;;N;78.0;3;N;1.0;2;1.0;1;2.0;2025;7
CV-VUT0517906-A;CASA DB3;ALICANTE/ALACANT;TORREVIEJA;03186;AV DENIA, 5, Es:2 Pl:00 Pt:08;;2025-07-24;8444103XH9084S0016MK;;N;179.0;6;N;3.0;6;0.0;0;3.0;2025;7
CV-VUT0516865-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV PURISIMA DE LA, 24, Es:1 Pl:02 Pt:A;;2025-06-03;5161103YH0056S0007AI;;N;110.0;5;N;2.0;4;1.0;1;3.0;2025;6
CV-VUT0517370-A;;ALICANTE/ALACANT;TORREVIEJA;03182;CL GASES LOS, 6B, Es:1 Pl:02 Pt:04;;2025-06-24;4465603YH0046N0027TP;;N;52.0;1;N;0.0;0;1.0;1;1.0;2025;6
CV-VUT0509910-A;Vivienda 509910-A;ALICANTE/ALACANT;TORREVIEJA;03181;CL SAN PASCUAL, 192, Es:1 Pl:+1 Pt:01;;2024-07-02;4664101YH0046S0036ZQ;;N;60.0;4;N;2.0;4;0.0;0;2.0;2024;7
CV-VUT0507496-A;Vivienda 507496-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV DIEGO RAMIREZ PASTOR, 100, Pl:02 Pt:07;;2024-04-29;3563544YH0036S0048HY;;N;49.0;2;N;1.0;2;0.0;0;1.0;2024;4
CV-VUT0511573-A;Vivienda 511573-A;ALICANTE/ALACANT;TORREVIEJA;03186;CL TEULADA, 3, Es:1B Pl:00 Pt:35;;2024-09-19;8642904XH9084S0191ME;;N;;4;N;2.0;4;0.0;0;2.0;2024;9
CV-VUT0510539-A;Vivienda 510539-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAR BALTICO, 29, Es:1 Pl:+1 Pt:A;;2024-07-26;5366405YH0056N0023FP;;N;67.0;4;N;2.0;4;0.0;0;2.0;2024;7
CV-VUT0510230-A;Vivienda 510230-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV ELCHE BAL, 88, Es:1 Pl:00 Pt:B;;2024-07-16;9441588XH9094S1001BI;;N;307.0;10;N;5.0;10;0.0;0;5.0;2024;7
CV-VUT0510257-A;Vivienda 510257-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL ALMUDENA, 58, Es:1 Pl:01 Pt:G;;2024-07-16;4465610YH0046N0049AE;;N;74.0;4;N;2.0;4;0.0;0;2.0;2024;7
CV-VUT0463663-A;Vivienda 463663-A;ALICANTE/ALACANT;TORREVIEJA;03180;CR TORREJON EL, 2F, Es:2 Pl:04 Pt:11;;2018-02-12;5991802YH0059S0048IL;;N;67.0;4;N;2.0;4;0.0;0;2.0;2018;2
CV-VUT0452763-A;CASAS HOLIDAY;ALICANTE/ALACANT;TORREVIEJA;03188;AV FRANCIA, 25, Es:1 Pl:01 Pt:04;WWW.CASASHOLIDAYMEDITERRANEO.COM;2017-02-01;5808102YH0150N0010QK;;N;60.0;4;N;2.0;4;0.0;0;2.0;2017;2
CV-VUT0513489-A;Vivienda 513489-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL GUMERSINDO, 71B, Es:1 Pl:02 Pt:B;;2024-12-26;4459503YH0045N0009BR;;N;121.0;6;N;3.0;6;0.0;0;3.0;2024;12
CV-VUT0512241-A;Vivienda 512241-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 87, Es:1 Pl:01 Pt:06;;2024-10-21;4865305YH0046N0025MI;;N;80.0;4;N;2.0;4;0.0;0;2.0;2024;10
CV-VUT0512242-A;Vivienda 512242-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN JOSE, 41A, Es:1 Pl:03 Pt:C;;2024-10-21;3866207YH0036N0014ZL;;N;57.0;4;N;2.0;4;0.0;0;2.0;2024;10
CV-VUT0512244-A;Vivienda 512244-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL VICENTE BLASCO IBAÑEZ, 124, Es:1 Pl:00 Pt:02D;;2024-10-21;4462605YH0046S2304LY;;N;34.0;2;N;1.0;2;0.0;0;1.0;2024;10
CV-VUT0512249-A;Vivienda 512249-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 107, Es:2 Pl:03 Pt:13;;2024-10-21;5166801YH0056N0296XX;;N;27.0;2;N;1.0;2;0.0;0;1.0;2024;10
CV-VUT0512206-A;Vivienda 512206-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL CONCEPCION, 6, Es:1 Pl:04 Pt:A;;2024-10-18;3659616YH0035N0013JQ;;N;98.0;6;N;3.0;6;0.0;0;3.0;2024;10
CV-VUT0507497-A;Vivienda 507497-A;ALICANTE/ALACANT;TORREVIEJA;03183;CL CIBELES, 1, Es:2 Pl:01 Pt:B2;;2024-04-29;5498106YH0059N0126OZ;;N;82.0;2;N;1.0;2;0.0;0;1.0;2024;4
CV-VUT0507506-A;Vivienda 507506-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL JOVEN PURA, 57, Bloque:1 Es:1 Pl:03 Pt:C;;2024-04-29;4172601YH0047S0054EU;;N;51.0;4;N;2.0;4;0.0;0;2.0;2024;4
CV-VUT0507507-A;Vivienda 507507-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN LUIS, 21, Es:3 Pl:03 Pt:C;;2024-04-29;3063506YH0036S0061DD;;N;71.0;4;N;2.0;4;0.0;0;2.0;2024;4
CV-VUT0510174-A;Vivienda 510174-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL CORBETA, 5, Es:1 Pl:02 Pt:A;;2024-07-12;4961405YH0046S0006OE;;N;56.0;6;N;3.0;6;0.0;0;3.0;2024;7
CV-VUT0510207-A;Vivienda 510207-A;ALICANTE/ALACANT;TORREVIEJA;03188;UR LEANDROS LOS, 2, Es:2 Pl:03 Pt:A;;2024-07-12;6190801YH0069S0054TE;;N;91.0;2;N;1.0;2;0.0;0;1.0;2024;7
CV-VUT0513197-A;Vivienda 513197-A;ALICANTE/ALACANT;TORREVIEJA;03180;RD JOSE SAMPER GARCIA, 1, Es:1 Pl:00 Pt:11;;2024-12-09;5590506YH0059S0013PH;;N;42.0;2;N;1.0;2;0.0;0;1.0;2024;12
CV-VUT0513204-A;Vivienda 513204-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL POSEIDON, 2, Es:1 Pl:09 Pt:01;;2024-12-09;1624603BC4849S0288GE;;N;236.0;6;N;3.0;6;0.0;0;3.0;2024;12
CV-VUT0513205-A;Vivienda 513205-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 107, Es:1 Pl:05 Pt:B;;2024-12-09;5166801YH0056N0189GG;;N;67.0;4;N;2.0;4;0.0;0;2.0;2024;12
CV-VUT0513208-A;Vivienda 513208-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL AVELLANEDA, 2, Bloque:8 Es:1 Pl:01 Pt:02;;2024-12-09;4683701YH0048S0132JA;;N;51.0;2;N;1.0;2;0.0;0;1.0;2024;12
CV-VUT0510708-A;Vivienda 510708-A;ALICANTE/ALACANT;TORREVIEJA;03180;CR TORREJON EL, 4, Es:9 Pl:01 Pt:J;;2024-07-30;5991804YH0059S0356JP;;N;38.0;4;N;2.0;4;0.0;0;2.0;2024;7
CV-VUT0510710-A;Vivienda 510710-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR PARQUE MAR 1, 1, Es:1 Pl:00 Pt:150;;2024-07-30;5503501YH0150S0224QB;;N;69.0;4;N;2.0;4;0.0;0;2.0;2024;7
CV-VUT0510713-A;Vivienda 510713-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR LAGO JARDIN, 2, Es:8 Pl:01 Pt:32;;2024-07-30;9248201XH9094N0132WR;;N;53.0;2;N;1.0;2;0.0;0;1.0;2024;7
CV-VUT0510725-A;Vivienda 510725-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR ALTOS LOS, 16R, Es:1 Pl:00 Pt:69;;2024-07-31;0440201YH0004S0069GZ;;N;93.0;6;N;3.0;6;0.0;0;3.0;2024;7
CV-VUT0510727-A;Vivienda 510727-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL PARALELA ESTOCOLMO, 1, Es:I Pl:04 Pt:B;;2024-07-31;5568537YH0056N0045TE;;N;98.0;6;N;3.0;6;0.0;0;3.0;2024;7
CV-VUT0510366-A;Vivienda 510366-A;ALICANTE/ALACANT;TORREVIEJA;03183;CL JOVEN PURA, 10, Es:1 Pl:01 Pt:16;;2024-07-18;3967601YH0036N0092AR;;N;55.0;4;N;2.0;4;0.0;0;2.0;2024;7
CV-VUT0510403-A;Vivienda 510403-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL FUENSANTA, 63, Es:I Pl:04 Pt:05;;2024-07-22;4365401YH0046N0078MM;;N;33.0;2;N;1.0;2;0.0;0;1.0;2024;7
CV-VUT0510404-A;Vivienda 510404-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL PARALELA ESTOCOLMO, 5, Es:1 Pl:04 Pt:12;;2024-07-22;5469906YH0056N0089YS;;N;46.0;2;N;1.0;2;0.0;0;1.0;2024;7
CV-VUT0510405-A;Vivienda 510405-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV DIEGO RAMIREZ PASTOR, 304, Es:1 Pl:+1 Pt:¥;;2024-07-22;5369510YH0056N0029AH;;N;104.0;6;N;3.0;6;0.0;0;3.0;2024;7
